movie_id,movie_name,certificate,genre,description,directors,stars
tt0061512,Cool Hand Luke,A,"Crime, Drama            ","A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.",Stuart Rosenberg,"     Paul Newman, George Kennedy, Strother Martin, J.D. Cannon"
tt0834001,Underworld: Rise of the Lycans,A,"Action, Fantasy, Thriller            ","A prequel centered on the origins of the centuries-old feud between the race of aristocratic vampires and their former slaves, the Lycans.",Patrick Tatopoulos,"     Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh"
tt0257076,S.W.A.T.,PG-13,"Action, Adventure, Crime            ","An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it.",Clark Johnson,"     Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J"
tt0106677,Dazed and Confused,U,Comedy            ,The adventures of high school and junior high students on the last day of school in May 1976.,Richard Linklater,"     Jason London, Wiley Wiggins, Matthew McConaughey, Rory Cochrane"
tt1155076,The Karate Kid,U,"Action, Drama, Family            ","Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.",Harald Zwart,"     Jackie Chan, Jaden Smith, Taraji P. Henson, Wenwen Han"
tt0889583,Brüno,A,Comedy            ,"Flamboyant, gay Austrian Brüno looks for new fame in America.",Larry Charles,"     Sacha Baron Cohen, Gustaf Hammarsten, Clifford Bañagale, Chibundu Orukwowu"
tt0762107,I Now Pronounce You Chuck & Larry,UA,"Comedy, Romance            ","Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits.",Dennis Dugan,"     Adam Sandler, Kevin James, Jessica Biel, Dan Aykroyd"
tt0257106,Scary Movie 2,15+,"Comedy, Horror            ",Four teens are tricked by Professor Oldman (Tim Curry) into visiting a haunted house for a school project.,Keenen Ivory Wayans,"     Anna Faris, Marlon Wayans, Antony Acker, Mark Barrett"
tt0114148,Pocahontas,U,"Animation, Adventure, Drama            ",An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,"Mike Gabriel, Eric Goldberg","     Mel Gibson, Linda Hunt, Christian Bale, Joe Baker"
tt0120484,The Waterboy,U,"Comedy, Sport            ",A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.,Frank Coraci,"     Adam Sandler, Kathy Bates, Henry Winkler, Fairuza Balk"
tt0397535,Memoirs of a Geisha,UA,"Drama, Romance            ",Nitta Sayuri reveals how she transcended her fishing-village roots and became one of Japan's most celebrated geisha.,Rob Marshall,"     Ziyi Zhang, Ken Watanabe, Michelle Yeoh, Suzuka Ohgo"
tt0094291,Wall Street,A,"Crime, Drama            ","An impatient young stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless, greedy corporate raider who takes the youth under his wing.",Oliver Stone,"     Charlie Sheen, Michael Douglas, Tamara Tunie, Franklin Cover"
tt1277953,Madagascar 3: Europe's Most Wanted,U,"Animation, Adventure, Comedy            ","The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal-control officer.","Eric Darnell, Tom McGrath, Conrad Vernon","     Ben Stiller, Jada Pinkett Smith, Chris Rock, David Schwimmer"
tt0938283,The Last Airbender,U,"Action, Adventure, Family            ","Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.",M. Night Shyamalan,"     Noah Ringer, Nicola Peltz Beckham, Jackson Rathbone, Dev Patel"
tt1462758,Buried,U,"Drama, Mystery, Thriller            ",Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,Rodrigo Cortés,"     Ryan Reynolds, José Luis García-Pérez, Robert Paterson, Stephen Tobolowsky"
tt0159365,Cold Mountain,A,"Adventure, Drama, Romance            ","In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart.",Anthony Minghella,"     Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins"
tt0091064,The Fly,A,"Drama, Horror, Sci-Fi            ",A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.,David Cronenberg,"     Jeff Goldblum, Geena Davis, John Getz, Joy Boushel"
tt1398426,Straight Outta Compton,R,"Biography, Drama, History            ","The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",F. Gary Gray,"     O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr."
tt0385002,Hooligans,A,"Crime, Drama, Sport            ","A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism.",Lexi Alexander,"     Elijah Wood, Charlie Hunnam, Claire Forlani, Marc Warren"
tt0859163,The Mummy: Tomb of the Dragon Emperor,UA,"Action, Adventure, Fantasy            ","In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.",Rob Cohen,"     Brendan Fraser, Jet Li, Maria Bello, Michelle Yeoh"
tt0472399,The Mechanic,A,"Action, Crime, Thriller            ",An elite hitman teaches his trade to an apprentice who has a connection to one of his previous victims.,Simon West,"     Jason Statham, Ben Foster, Donald Sutherland, Tony Goldwyn"
tt2140373,Saving Mr. Banks,U,"Biography, Comedy, Drama            ","Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",John Lee Hancock,"     Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell"
tt1496025,Underworld: Awakening,A,"Action, Fantasy, Horror            ","When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.","Måns Mårlind, Björn Stein","     Kate Beckinsale, Michael Ealy, India Eisley, Stephen Rea"
tt0275847,Lilo & Stitch,U,"Animation, Adventure, Comedy            ","A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace.","Dean DeBlois, Chris Sanders","     Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers"
tt1335975,47 Ronin,UA,"Action, Drama, Fantasy            ",A band of samurai sets out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,Carl Rinsch,"     Keanu Reeves, Hiroyuki Sanada, Kô Shibasaki, Tadanobu Asano"
tt0159097,The Virgin Suicides,R,"Drama, Romance            ","A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid 1970s.",Sofia Coppola,"     Kirsten Dunst, Josh Hartnett, James Woods, Kathleen Turner"
tt2637276,Ted 2,A,Comedy            ,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Seth MacFarlane,"     Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth"
tt0454945,She's the Man,U,"Comedy, Romance, Sport            ","When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon learns she's not the only one with romantic troubles.",Andy Fickman,"     Amanda Bynes, Laura Ramsey, Channing Tatum, Vinnie Jones"
tt0242423,"Dude, Where's My Car?",A,"Comedy, Mystery, Sci-Fi            ",Two potheads wake up after a night of partying and cannot remember where they parked their car.,Danny Leiner,"     Ashton Kutcher, Seann William Scott, Jennifer Garner, Marla Sokoloff"
tt0822832,Marley & Me,UA,"Drama, Family            ","A family learns important life lessons from their adorable, but naughty and neurotic dog.",David Frankel,"     Owen Wilson, Jennifer Aniston, Eric Dane, Kathleen Turner"
tt0055928,Dr. No,A,"Action, Adventure, Thriller            ",A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.,Terence Young,"     Sean Connery, Ursula Andress, Bernard Lee, Joseph Wiseman"
tt1034303,Defiance,R,"Action, Drama, History            ","Jewish brothers in German-occupied Eastern Europe escape into a Belorussian forest, where they join Russian resistance fighters, and endeavor to build a village, in order to protect themselves and about one thousand Jewish non-combatants.",Edward Zwick,"     Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos"
tt1568911,War Horse,U,"Action, Adventure, Drama            ",Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.,Steven Spielberg,"     Jeremy Irvine, Emily Watson, David Thewlis, Benedict Cumberbatch"
tt0417148,Snakes on a Plane,A,"Action, Adventure, Crime            ","An FBI agent takes on a plane full of deadly venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",David R. Ellis,"     Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard"
tt1727388,The Way Way Back,PG-13,"Comedy, Drama            ","Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park.","Nat Faxon, Jim Rash","     Steve Carell, Toni Collette, Allison Janney, AnnaSophia Robb"
tt1267297,Hercules,U,"Action, Adventure, Fantasy            ","Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord.",Brett Ratner,"     Dwayne Johnson, John Hurt, Ian McShane, Joseph Fiennes"
tt0413099,Evan Almighty,U,"Comedy, Family, Fantasy            ",God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,Tom Shadyac,"     Steve Carell, Morgan Freeman, Lauren Graham, Johnny Simmons"
tt0391198,The Grudge,UA,"Horror, Mystery, Thriller            ","An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",Takashi Shimizu,"     Sarah Michelle Gellar, Jason Behr, Clea DuVall, William Mapother"
tt0452694,The Time Traveler's Wife,A,"Comedy, Drama, Fantasy            ","A Chicago librarian has a gene that causes him to involuntarily time travel, creating complications in his marriage.",Robert Schwentke,"     Eric Bana, Rachel McAdams, Ron Livingston, Michelle Nolden"
tt0424345,Clerks II,R,Comedy            ,A calamity at Dante and Randal's shops sends them looking for new horizons - but they ultimately settle at the fast food empire Mooby's.,Kevin Smith,"     Brian O'Halloran, Jeff Anderson, Rosario Dawson, Jason Mewes"
tt0805564,Lars and the Real Girl,PG-13,"Comedy, Drama, Romance            ",A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet.,Craig Gillespie,"     Ryan Gosling, Emily Mortimer, Paul Schneider, R.D. Reid"
tt0095705,The Naked Gun: From the Files of Police Squad!,U,"Comedy, Crime            ",Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,David Zucker,"     Leslie Nielsen, Priscilla Presley, O.J. Simpson, Ricardo Montalban"
tt0274166,Johnny English,U,"Action, Adventure, Comedy            ","After a sudden attack on MI5, Johnny English, Britain's most confident, yet unintelligent spy, becomes Britain's only spy.",Peter Howitt,"     Rowan Atkinson, John Malkovich, Natalie Imbruglia, Tasha de Vasconcelos"
tt0105793,Wayne's World,U,"Comedy, Music            ",Two slacker friends try to promote their public-access cable show.,Penelope Spheeris,"     Mike Myers, Dana Carvey, Rob Lowe, Tia Carrere"
tt0301357,Good Bye Lenin!,R,"Comedy, Drama, Romance            ","In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",Wolfgang Becker,"     Daniel Brühl, Katrin Sass, Chulpan Khamatova, Florian Lukas"
tt0892782,Monsters vs. Aliens,U,"Animation, Action, Adventure            ",A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,"Rob Letterman, Conrad Vernon","     Reese Witherspoon, Rainn Wilson, Stephen Colbert, Seth Rogen"
tt0410297,The Lake House,PG,"Drama, Fantasy, Romance            ","A lonely doctor who once occupied an unusual lakeside house begins to exchange love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",Alejandro Agresti,"     Keanu Reeves, Sandra Bullock, Christopher Plummer, Ebon Moss-Bachrach"
tt0448694,Puss in Boots,U,"Animation, Action, Adventure            ","An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.",Chris Miller,"     Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton"
tt1549920,The Last Stand,A,"Action, Thriller, Western            ","The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff.",Jee-woon Kim,"     Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville, Rodrigo Santoro"
tt0118842,Chasing Amy,R,"Comedy, Drama, Romance            ","Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",Kevin Smith,"     Ben Affleck, Joey Lauren Adams, Ethan Suplee, Scott Mosier"
tt0066999,Dirty Harry,A,"Action, Crime, Thriller            ","When a man calling himself ""the Scorpio Killer"" menaces San Francisco, tough-as-nails Police Inspector ""Dirty"" Harry Callahan is assigned to track down the crazed psychopath.","Don Siegel, Clint Eastwood","     Clint Eastwood, Andrew Robinson, Harry Guardino, Reni Santoni"
tt1355683,Black Mass,A,"Biography, Crime, Drama            ","The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",Scott Cooper,"     Johnny Depp, Benedict Cumberbatch, Dakota Johnson, Joel Edgerton"
tt0481536,Harold & Kumar Escape from Guantanamo Bay,A,"Adventure, Comedy            ","After being mistaken for terrorists and thrown into Guantánamo Bay, stoners Harold and Kumar escape and return to the U.S., where they proceed to flee across the country with federal agents in hot pursuit.","Jon Hurwitz, Hayden Schlossberg","     John Cho, Kal Penn, Neil Patrick Harris, Rob Corddry"
tt1403981,Remember Me,16,"Drama, Romance            ","A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.",Allen Coulter,"     Robert Pattinson, Emilie de Ravin, Caitlyn Rund, Moisés Acevedo"
tt2170439,Horrible Bosses 2,A,"Comedy, Crime            ","Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",Sean Anders,"     Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston"
tt0041959,The Third Man,U,"Film-Noir, Mystery, Thriller            ","Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",Carol Reed,"     Orson Welles, Joseph Cotten, Alida Valli, Trevor Howard"
tt1034032,Gamer,A,"Action, Sci-Fi, Thriller            ","In a future mind-controlling game, death row convicts are forced to battle in a 'Doom'-type environment. Convict Kable, controlled by Simon, a skilled teenage gamer, must survive thirty sessions in order to be set free.","Mark Neveldine, Brian Taylor","     Gerard Butler, Michael C. Hall, Ludacris, Amber Valletta"
tt0102138,JFK,UA,"Drama, History, Thriller            ",New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,Oliver Stone,"     Kevin Costner, Gary Oldman, Jack Lemmon, Walter Matthau"
tt0473705,State of Play,UA,"Crime, Drama, Mystery            ","When a congressional aide is killed, a Washington, D.C. journalist starts investigating the case involving the Representative, his old college friend.",Kevin Macdonald,"     Russell Crowe, Rachel McAdams, Ben Affleck, Helen Mirren"
tt0092991,Evil Dead II,A,"Comedy, Horror            ",The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,Sam Raimi,"     Bruce Campbell, Sarah Berry, Dan Hicks, Kassie Wesley DePaiva"
tt0292506,The Recruit,A,"Action, Thriller            ",A brilliant young CIA trainee is asked by his mentor to help find a mole in the Agency.,Roger Donaldson,"     Al Pacino, Colin Farrell, Bridget Moynahan, Gabriel Macht"
tt0082198,Conan the Barbarian,A,"Action, Adventure, Fantasy            ","A young boy, Conan, becomes a slave after his parents are killed and tribe destroyed by a savage warlord and sorcerer, Thulsa Doom. When he grows up he becomes a fearless, invincible fighter. Set free, he plots revenge against Thulsa Doom.",John Milius,"     Arnold Schwarzenegger, James Earl Jones, Max von Sydow, Sandahl Bergman"
tt0104691,The Last of the Mohicans,UA,"Action, Adventure, Drama            ",Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,Michael Mann,"     Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig"
tt0102685,Point Break,A,"Action, Crime, Thriller            ",An F.B.I. Agent goes undercover to catch a gang of surfers who may be bank robbers.,Kathryn Bigelow,"     Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty"
tt0450232,16 Blocks,UA,"Action, Drama, Thriller            ","An aging alcoholic cop is assigned the task of escorting a witness from police custody to a courthouse 16 blocks away. There are, however, chaotic forces at work that prevent them from making it in one piece.",Richard Donner,"     Bruce Willis, Yasiin Bey, David Morse, Jenna Stern"
tt0072431,Young Frankenstein,A,Comedy            ,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",Mel Brooks,"     Gene Wilder, Madeline Kahn, Marty Feldman, Peter Boyle"
tt0055254,One Hundred and One Dalmatians,U,"Animation, Adventure, Comedy            ","When a litter of Dalmatian puppies are abducted by the minions of Cruella De Vil, the owners must find them before she uses them for a diabolical fashion statement.","Clyde Geronimi, Hamilton Luske, Wolfgang Reitherman","     Rod Taylor, Betty Lou Gerson, J. Pat O'Malley, Martha Wentworth"
tt0093894,The Running Man,A,"Action, Sci-Fi, Thriller            ","In a dystopian America, a falsely convicted policeman gets his shot at freedom when he must forcibly participate in a TV game show where convicts, runners, must battle killers for their freedom.",Paul Michael Glaser,"     Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto, Jim Brown"
tt2321549,The Babadook,A,"Horror, Mystery            ","A single mother and her child fall into a deep well of paranoia when an eerie children's book titled ""Mister Babadook"" manifests in their home.",Jennifer Kent,"     Essie Davis, Noah Wiseman, Daniel Henshall, Hayley McElhinney"
tt1121931,Crank: High Voltage,R,"Action, Crime, Thriller            ",Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker which requires regular jolts of electricity to keep working.,"Mark Neveldine, Brian Taylor","     Jason Statham, Amy Smart, Clifton Collins Jr., Dwight Yoakam"
tt1174732,An Education,PG-13,Drama            ,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",Lone Scherfig,"     Carey Mulligan, Peter Sarsgaard, Alfred Molina, Olivia Williams"
tt0110322,Legends of the Fall,A,"Drama, Romance, War            ","In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.",Edward Zwick,"     Brad Pitt, Anthony Hopkins, Aidan Quinn, Julia Ormond"
tt0117705,Space Jam,U,"Animation, Adventure, Comedy            ","In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",Joe Pytka,"     Michael Jordan, Wayne Knight, Theresa Randle, Manner Washington"
tt3235888,It Follows,18,"Horror, Mystery, Thriller            ",A young woman is followed by an unknown supernatural force after a sexual encounter.,David Robert Mitchell,"     Maika Monroe, Keir Gilchrist, Olivia Luccardi, Lili Sepe"
tt1399683,Winter's Bone,R,"Drama, Mystery            ",An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,Debra Granik,"     Jennifer Lawrence, John Hawkes, Garret Dillahunt, Isaiah Stone"
tt1764234,Killing Them Softly,A,"Crime, Drama, Thriller            ","Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",Andrew Dominik,"     Brad Pitt, Ray Liotta, Richard Jenkins, Scoot McNairy"
tt0306047,Scary Movie 3,UA,Comedy            ,"Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.",David Zucker,"     Anna Faris, Charlie Sheen, Regina Hall, Pamela Anderson"
tt0120784,Payback,A,"Action, Crime, Drama            ","After a successful heist, Porter is left for dead. Once he recovers, he seeks vengeance and wants his share of the money.",Brian Helgeland,"     Mel Gibson, Gregg Henry, Maria Bello, David Paymer"
tt0088944,Commando,A,"Action, Adventure, Thriller            ","A retired Special Forces colonel tries to save his daughter, who was abducted by his former subordinate.",Mark L. Lester,"     Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells"
tt0387131,The Constant Gardener,U,"Drama, Mystery, Romance            ","A widower is determined to get to the bottom of a potentially explosive secret involving his wife's murder, big business, and corporate corruption.",Fernando Meirelles,"     Ralph Fiennes, Rachel Weisz, Danny Huston, Hubert Koundé"
tt0472033,9,PG-13,"Animation, Action, Adventure            ",A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.,Shane Acker,"     Elijah Wood, Jennifer Connelly, Crispin Glover, Christopher Plummer"
tt0890870,Saw IV,R,"Horror, Mystery, Thriller            ","Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",Darren Lynn Bousman,"     Tobin Bell, Scott Patterson, Louis Ferreira, Costas Mandylor"
tt1389137,We Bought a Zoo,PG,"Comedy, Drama, Family            ","Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo.",Cameron Crowe,"     Matt Damon, Scarlett Johansson, Thomas Haden Church, Elle Fanning"
tt0369441,Fun with Dick and Jane,UA,"Comedy, Crime            ","When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet.",Dean Parisot,"     Jim Carrey, Téa Leoni, Alec Baldwin, Richard Jenkins"
tt0402022,Æon Flux,UA,"Action, Adventure, Sci-Fi            ","Æon Flux is a mysterious assassin working for the Monicans, a group of rebels trying to overthrow the government. When she is sent on a mission to kill the Chairman, a whole new mystery is found.",Karyn Kusama,"     Charlize Theron, Frances McDormand, Sophie Okonedo, Marton Csokas"
tt0842926,The Kids Are All Right,R,"Comedy, Drama, Romance            ",Two children conceived by artificial insemination bring their biological father into their non-traditional family life.,Lisa Cholodenko,"     Annette Bening, Julianne Moore, Mark Ruffalo, Mia Wasikowska"
tt0458481,Sin City: A Dame to Kill For,A,"Action, Crime, Thriller            ",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,"Frank Miller, Robert Rodriguez","     Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt"
tt0280590,Mr. Deeds,U,"Comedy, Romance            ","A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.",Steven Brill,"     Adam Sandler, Winona Ryder, John Turturro, Allen Covert"
tt0350258,Ray,A,"Biography, Drama, Music            ","The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",Taylor Hackford,"     Jamie Foxx, Regina King, Kerry Washington, Clifton Powell"
tt0398808,Bridge to Terabithia,U,"Drama, Family, Fantasy            ",A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.,Gabor Csupo,"     Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick"
tt0947810,Green Zone,A,"Action, Drama, Thriller            ",Discovering covert and faulty intelligence causes a U.S. Army officer to go rogue as he hunts for Weapons of Mass Destruction in an unstable region.,Paul Greengrass,"     Matt Damon, Jason Isaacs, Greg Kinnear, Igal Naor"
tt0471042,Tower Heist,A,"Action, Comedy, Crime            ","When a group of hard-working guys find out they've fallen victim to their wealthy employer's Ponzi scheme, they conspire to rob his high-rise residence.",Brett Ratner,"     Eddie Murphy, Ben Stiller, Casey Affleck, Alan Alda"
tt0430105,Four Brothers,UA,"Action, Crime, Drama            ","When their adoptive mother is gunned down in a store robbery, four brothers decide to investigate the murder and find the killers themselves, but not all is what it seems.",John Singleton,"     Mark Wahlberg, Tyrese Gibson, André 3000, Garrett Hedlund"
tt1334260,Never Let Me Go,R,"Drama, Romance, Sci-Fi            ","The lives of three friends, from their early school days into young adulthood, when the reality of the world they live in comes knocking.",Mark Romanek,"     Keira Knightley, Carey Mulligan, Andrew Garfield, Izzy Meikle-Small"
tt0272338,Punch-Drunk Love,R,"Comedy, Drama, Romance            ",Socially frustrated Barry Egan calls a phone-sex line to curb his loneliness. Little does he know it will land him in deep trouble and will jeopardize his burgeoning romance with the mysterious Lena.,Paul Thomas Anderson,"     Adam Sandler, Emily Watson, Philip Seymour Hoffman, Jason Andrews"
tt1502712,Fantastic Four,UA,"Action, Adventure, Sci-Fi            ",Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.,Josh Trank,"     Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell"
tt0120888,The Wedding Singer,PG-13,"Comedy, Music, Romance            ","Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.",Frank Coraci,"     Adam Sandler, Drew Barrymore, Christine Taylor, Allen Covert"
tt1234548,The Men Who Stare at Goats,R,"Comedy, War            ","A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",Grant Heslov,"     Ewan McGregor, George Clooney, Kevin Spacey, Jeff Bridges"
tt0107207,In the Name of the Father,UA,"Biography, Crime, Drama            ",A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,Jim Sheridan,"     Daniel Day-Lewis, Pete Postlethwaite, Alison Crosbie, Philip King"
tt0256380,Shallow Hal,UA,"Comedy, Drama, Fantasy            ",A shallow man falls in love with a 300-pound woman because of her inner beauty.,"Bobby Farrelly, Peter Farrelly","     Jack Black, Gwyneth Paltrow, Jason Alexander, Joe Viterelli"
tt0365737,Syriana,UA,"Drama, Thriller            ",A politically charged epic about the state of the oil industry in the hands of those personally involved in and affected by it.,Stephen Gaghan,"     George Clooney, Matt Damon, Amanda Peet, Kayvan Novak"
tt0053604,The Apartment,U,"Comedy, Drama, Romance            ","A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",Billy Wilder,"     Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston"
tt0443649,"10,000 BC",UA,"Action, Adventure, Drama            ","In the prehistoric past, D'Leh is a mammoth hunter who bonds with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh must embark on an odyssey to save his true love.",Roland Emmerich,"     Camilla Belle, Steven Strait, Marco Khan, Cliff Curtis"
tt2226417,Insidious: Chapter 2,A,"Horror, Mystery, Thriller            ","The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily.",James Wan,"     Patrick Wilson, Rose Byrne, Barbara Hershey, Lin Shaye"
tt1915581,Magic Mike,R,"Comedy, Drama            ","A male stripper teaches a younger performer how to party, pick up women, and make easy money.",Steven Soderbergh,"     Channing Tatum, Alex Pettyfer, Olivia Munn, Matthew McConaughey"
tt2101441,Spring Breakers,R,"Crime, Drama, Thriller            ","Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.",Harmony Korine,"     Vanessa Hudgens, Selena Gomez, Ashley Benson, Rachel Korine"
