movie_id,movie_name,certificate,genre,description,directors,stars
tt0111161,The Shawshank Redemption,A,Drama            ,"Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.",Frank Darabont,"     Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler"
tt0468569,The Dark Knight,UA,"Action, Crime, Drama            ","When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",Christopher Nolan,"     Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine"
tt1375666,Inception,UA,"Action, Adventure, Sci-Fi            ","A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",Christopher Nolan,"     Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page, Ken Watanabe"
tt0137523,Fight Club,A,Drama            ,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,David Fincher,"     Brad Pitt, Edward Norton, Meat Loaf, Zach Grenier"
tt0110912,Pulp Fiction,A,"Crime, Drama            ","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",Quentin Tarantino,"     John Travolta, Uma Thurman, Samuel L. Jackson, Bruce Willis"
tt0109830,Forrest Gump,UA,"Drama, Romance            ","The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.",Robert Zemeckis,"     Tom Hanks, Robin Wright, Gary Sinise, Sally Field"
tt0120737,The Lord of the Rings: The Fellowship of the Ring,U,"Action, Adventure, Drama            ",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,Peter Jackson,"     Elijah Wood, Ian McKellen, Orlando Bloom, Sean Bean"
tt0133093,The Matrix,A,"Action, Sci-Fi            ","When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.","Lana Wachowski, Lilly Wachowski","     Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving"
tt0167260,The Lord of the Rings: The Return of the King,U,"Action, Adventure, Drama            ",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,Peter Jackson,"     Elijah Wood, Viggo Mortensen, Ian McKellen, Orlando Bloom"
tt0068646,The Godfather,A,"Crime, Drama            ","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.",Francis Ford Coppola,"     Marlon Brando, Al Pacino, James Caan, Diane Keaton"
tt1345836,The Dark Knight Rises,UA,"Action, Drama, Thriller            ","Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terrorist Bane.",Christopher Nolan,"     Christian Bale, Tom Hardy, Anne Hathaway, Gary Oldman"
tt0167261,The Lord of the Rings: The Two Towers,UA,"Action, Adventure, Drama            ","While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",Peter Jackson,"     Elijah Wood, Ian McKellen, Viggo Mortensen, Orlando Bloom"
tt0114369,Se7en,A,"Crime, Drama, Mystery            ","Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",David Fincher,"     Morgan Freeman, Brad Pitt, Kevin Spacey, Andrew Kevin Walker"
tt0848228,The Avengers,UA,"Action, Sci-Fi            ",Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,Joss Whedon,"     Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner"
tt0172495,Gladiator,UA,"Action, Adventure, Drama            ",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Ridley Scott,"     Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed"
tt0372784,Batman Begins,UA,"Action, Crime, Drama            ","After witnessing his parents' death, Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",Christopher Nolan,"     Christian Bale, Michael Caine, Ken Watanabe, Liam Neeson"
tt1853728,Django Unchained,A,"Drama, Western            ","With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",Quentin Tarantino,"     Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington"
tt0816692,Interstellar,UA,"Adventure, Drama, Sci-Fi            ","When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",Christopher Nolan,"     Matthew McConaughey, Anne Hathaway, Jessica Chastain, Mackenzie Foy"
tt0076759,Star Wars,U,"Action, Adventure, Fantasy            ","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",George Lucas,"     Mark Hamill, Harrison Ford, Carrie Fisher, Alec Guinness"
tt0102926,The Silence of the Lambs,A,"Crime, Drama, Thriller            ","A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",Jonathan Demme,"     Jodie Foster, Anthony Hopkins, Scott Glenn, Ted Levine"
tt0499549,Avatar,UA,"Action, Adventure, Fantasy            ",A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,James Cameron,"     Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez"
tt0361748,Inglourious Basterds,A,"Adventure, Drama, War            ","In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",Quentin Tarantino,"     Brad Pitt, Diane Kruger, Eli Roth, Mélanie Laurent"
tt0120815,Saving Private Ryan,A,"Drama, War            ","Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",Steven Spielberg,"     Tom Hanks, Matt Damon, Tom Sizemore, Edward Burns"
tt0407887,The Departed,A,"Crime, Drama, Thriller            ",An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,Martin Scorsese,"     Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg"
tt0108052,Schindler's List,A,"Biography, Drama, History            ","In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",Steven Spielberg,"     Liam Neeson, Ralph Fiennes, Ben Kingsley, Caroline Goodall"
tt0209144,Memento,UA,"Mystery, Thriller            ",A man with short-term memory loss attempts to track down his wife's murderer.,Christopher Nolan,"     Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior"
tt0482571,The Prestige,U,"Drama, Mystery, Sci-Fi            ","After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",Christopher Nolan,"     Christian Bale, Hugh Jackman, Scarlett Johansson, Michael Caine"
tt0080684,Star Wars: Episode V - The Empire Strikes Back,UA,"Action, Adventure, Fantasy            ","After the Rebels are overpowered by the Empire, Luke Skywalker begins his Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.",Irvin Kershner,"     Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams"
tt0169547,American Beauty,UA,Drama            ,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,Sam Mendes,"     Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley"
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,UA,"Action, Adventure, Fantasy            ","Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",Gore Verbinski,"     Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley"
tt0120338,Titanic,UA,"Drama, Romance            ","A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",James Cameron,"     Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates"
tt0434409,V for Vendetta,UA,"Action, Drama, Sci-Fi            ","In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.",James McTeigue,"     Hugo Weaving, Natalie Portman, Rupert Graves, Stephen Rea"
tt0071562,The Godfather Part II,A,"Crime, Drama            ","The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",Francis Ford Coppola,"     Al Pacino, Robert De Niro, Robert Duvall, Diane Keaton"
tt1130884,Shutter Island,A,"Mystery, Thriller            ","Teddy Daniels and Chuck Aule, two US marshals, are sent to an asylum on a remote island in order to investigate the disappearance of a patient, where Teddy uncovers a shocking truth about the place.",Martin Scorsese,"     Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo, Ben Kingsley"
tt0120586,American History X,R,"Crime, Drama            ","Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps.",Tony Kaye,"     Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien"
tt0120689,The Green Mile,UA,"Crime, Drama, Fantasy            ","A tale set on death row in a Southern jail, where gentle giant John possesses the mysterious power to heal people's ailments. When the lead guard, Paul, recognizes John's gift, he tries to help stave off the condemned man's execution.",Frank Darabont,"     Tom Hanks, Michael Clarke Duncan, David Morse, Bonnie Hunt"
tt0993846,The Wolf of Wall Street,A,"Biography, Comedy, Crime            ","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",Martin Scorsese,"     Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey"
tt0103064,Terminator 2: Judgment Day,A,"Action, Sci-Fi            ","A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg.",James Cameron,"     Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick"
tt0114814,The Usual Suspects,A,"Crime, Drama, Mystery            ",The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,Bryan Singer,"     Kevin Spacey, Gabriel Byrne, Chazz Palminteri, Stephen Baldwin"
tt0112573,Braveheart,A,"Biography, Drama, History            ",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,Mel Gibson,"     Mel Gibson, Sophie Marceau, Patrick McGoohan, Angus Macfadyen"
tt0266697,Kill Bill: Vol. 1,A,"Action, Crime, Thriller            ","After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",Quentin Tarantino,"     Uma Thurman, David Carradine, Daryl Hannah, Michael Madsen"
tt0088763,Back to the Future,U,"Adventure, Comedy, Sci-Fi            ","Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.",Robert Zemeckis,"     Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover"
tt0099685,Goodfellas,A,"Biography, Crime, Drama            ","The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",Martin Scorsese,"     Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco"
tt0110413,Léon,A,"Action, Crime, Drama            ","12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",Luc Besson,"     Jean Reno, Gary Oldman, Natalie Portman, Danny Aiello"
tt0910970,WALL·E,U,"Animation, Adventure, Family            ","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",Andrew Stanton,"     Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard"
tt0167404,The Sixth Sense,A,"Drama, Mystery, Thriller            ","Malcolm Crowe, a child psychologist, starts treating a young boy, Cole, who encounters dead people and convinces him to help them. In turn, Cole helps Malcolm reconcile with his estranged wife.",M. Night Shyamalan,"     Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams"
tt1392170,The Hunger Games,UA,"Action, Adventure, Sci-Fi            ",Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,Gary Ross,"     Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Stanley Tucci"
tt0371746,Iron Man,UA,"Action, Adventure, Sci-Fi            ","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",Jon Favreau,"     Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges"
tt0266543,Finding Nemo,U,"Animation, Adventure, Comedy            ","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.","Andrew Stanton, Lee Unkrich","     Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe"
tt0086190,Star Wars: Episode VI - Return of the Jedi,U,"Action, Adventure, Fantasy            ","After rescuing Han Solo from Jabba the Hutt, the Rebels attempt to destroy the second Death Star, while Luke struggles to help Darth Vader back from the dark side.",Richard Marquand,"     Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams"
tt0073486,One Flew Over the Cuckoo's Nest,A,Drama            ,"In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse.",Milos Forman,"     Jack Nicholson, Louise Fletcher, Michael Berryman, Peter Brocco"
tt2015381,Guardians of the Galaxy,UA,"Action, Adventure, Comedy            ",A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,James Gunn,"     Chris Pratt, Vin Diesel, Bradley Cooper, Zoe Saldana"
tt0120382,The Truman Show,U,"Comedy, Drama            ",An insurance salesman discovers his whole life is actually a reality TV show.,Peter Weir,"     Jim Carrey, Ed Harris, Laura Linney, Noah Emmerich"
tt0338013,Eternal Sunshine of the Spotless Mind,UA,"Drama, Romance, Sci-Fi            ","When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever.",Michel Gondry,"     Jim Carrey, Kate Winslet, Tom Wilkinson, Gerry Robert Byrne"
tt1049413,Up,U,"Animation, Adventure, Comedy            ","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","Pete Docter, Bob Peterson","     Edward Asner, Jordan Nagai, John Ratzenberger, Christopher Plummer"
tt0105236,Reservoir Dogs,15+,"Crime, Thriller            ","When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",Quentin Tarantino,"     Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn"
tt0082971,Raiders of the Lost Ark,A,"Action, Adventure            ","In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.",Steven Spielberg,"     Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies"
tt0401792,Sin City,A,"Crime, Thriller            ","An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.","Frank Miller, Quentin Tarantino, Robert Rodriguez","     Mickey Rourke, Clive Owen, Bruce Willis, Jessica Alba"
tt0110357,The Lion King,U,"Animation, Adventure, Drama            ","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Roger Allers, Rob Minkoff","     Matthew Broderick, Jeremy Irons, James Earl Jones, Whoopi Goldberg"
tt1010048,Slumdog Millionaire,UA,"Crime, Drama, Romance            ","A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?""","Danny Boyle, Loveleen Tandan","     Dev Patel, Freida Pinto, Saurabh Shukla, Anil Kapoor"
tt0903624,The Hobbit: An Unexpected Journey,UA,"Adventure, Fantasy            ","A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",Peter Jackson,"     Martin Freeman, Ian McKellen, Richard Armitage, Andy Serkis"
tt0114709,Toy Story,U,"Animation, Adventure, Comedy            ",A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,John Lasseter,"     Tom Hanks, Tim Allen, Don Rickles, Jim Varney"
tt0107290,Jurassic Park,UA,"Action, Adventure, Sci-Fi            ",A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,Steven Spielberg,"     Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough"
tt0477348,No Country for Old Men,18,"Crime, Drama, Thriller            ",Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"Ethan Coen, Joel Coen","     Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson"
tt0268978,A Beautiful Mind,UA,"Biography, Drama, Mystery            ","After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",Ron Howard,"     Russell Crowe, Ed Harris, Jennifer Connelly, Christopher Plummer"
tt0081505,The Shining,A,"Drama, Horror            ","A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",Stanley Kubrick,"     Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers"
tt0416449,300,A,"Action, Drama            ",King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,Zack Snyder,"     Gerard Butler, Lena Headey, David Wenham, Dominic West"
tt0119217,Good Will Hunting,U,"Drama, Romance            ","Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",Gus Van Sant,"     Robin Williams, Matt Damon, Ben Affleck, Stellan Skarsgård"
tt0208092,Snatch,UA,"Comedy, Crime            ","Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",Guy Ritchie,"     Jason Statham, Brad Pitt, Stephen Graham, Vinnie Jones"
tt0088247,The Terminator,A,"Action, Sci-Fi            ","A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",James Cameron,"     Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield"
tt0095016,Die Hard,A,"Action, Thriller            ",A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,John McTiernan,"     Bruce Willis, Alan Rickman, Bonnie Bedelia, Reginald VelJohnson"
tt0198781,"Monsters, Inc.",U,"Animation, Adventure, Comedy            ","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.","Pete Docter, David Silverman, Lee Unkrich","     Billy Crystal, John Goodman, Mary Gibbs, Steve Buscemi"
tt1119646,The Hangover,UA,Comedy            ,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",Todd Phillips,"     Zach Galifianakis, Bradley Cooper, Justin Bartha, Ed Helms"
tt1454468,Gravity,UA,"Drama, Sci-Fi, Thriller            ",Two astronauts work together to survive after an accident leaves them stranded in space.,Alfonso Cuarón,"     Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen"
tt0246578,Donnie Darko,UA,"Drama, Mystery, Sci-Fi            ","After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",Richard Kelly,"     Jake Gyllenhaal, Jena Malone, Mary McDonnell, Holmes Osborne"
tt0180093,Requiem for a Dream,A,Drama            ,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,Darren Aronofsky,"     Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans"
tt2267998,Gone Girl,A,"Drama, Mystery, Thriller            ","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",David Fincher,"     Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry"
tt0078748,Alien,R,"Horror, Sci-Fi            ",The crew of a commercial spacecraft encounters a deadly lifeform after investigating an unknown transmission.,Ridley Scott,"     Sigourney Weaver, Tom Skerritt, John Hurt, Veronica Cartwright"
tt2488496,Star Wars: Episode VII - The Force Awakens,U,"Action, Adventure, Sci-Fi            ","As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",J.J. Abrams,"     Daisy Ridley, John Boyega, Oscar Isaac, Domhnall Gleeson"
tt1205489,Gran Torino,UA,Drama            ,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",Clint Eastwood,"     Clint Eastwood, Bee Vang, Christopher Carley, Ahney Her"
tt0066921,A Clockwork Orange,A,"Crime, Sci-Fi            ","In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",Stanley Kubrick,"     Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke"
tt1300854,Iron Man Three,UA,"Action, Adventure, Sci-Fi            ","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",Shane Black,"     Robert Downey Jr., Guy Pearce, Gwyneth Paltrow, Don Cheadle"
tt0947798,Black Swan,A,"Drama, Thriller            ","Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina's grip on reality slips, plunging her into a waking nightmare.",Darren Aronofsky,"     Natalie Portman, Mila Kunis, Vincent Cassel, Winona Ryder"
tt1392190,Mad Max: Fury Road,UA,"Action, Adventure, Sci-Fi            ","In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper and a drifter named Max.",George Miller,"     Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz"
tt0770828,Man of Steel,UA,"Action, Adventure, Sci-Fi            ",An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.,Zack Snyder,"     Henry Cavill, Amy Adams, Michael Shannon, Diane Lane"
tt0145487,Spider-Man,U,"Action, Adventure, Sci-Fi            ","After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",Sam Raimi,"     Tobey Maguire, Kirsten Dunst, Willem Dafoe, James Franco"
tt0435761,Toy Story 3,U,"Animation, Adventure, Comedy            ","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Lee Unkrich,"     Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty"
tt1201607,Harry Potter and the Deathly Hallows - Part 2,UA,"Adventure, Family, Fantasy            ","Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",David Yates,"     Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon"
tt0086250,Scarface,A,"Crime, Drama            ","In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",Brian De Palma,"     Al Pacino, Michelle Pfeiffer, Steven Bauer, Mary Elizabeth Mastrantonio"
tt0118715,The Big Lebowski,UA,"Comedy, Crime            ","Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.","Joel Coen, Ethan Coen","     Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi"
tt0800369,Thor,UA,"Action, Fantasy            ","The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",Kenneth Branagh,"     Chris Hemsworth, Anthony Hopkins, Natalie Portman, Tom Hiddleston"
tt0120915,Star Wars: Episode I - The Phantom Menace,UA,"Action, Adventure, Fantasy            ","Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory.",George Lucas,"     Ewan McGregor, Liam Neeson, Natalie Portman, Jake Lloyd"
tt0211915,Le fabuleux destin d'Amélie Poulain,U,"Comedy, Romance            ","Despite being caught in her imaginative world, Amelie, a young waitress, decides to help people find happiness. Her quest to spread joy leads her on a journey where she finds true love.",Jean-Pierre Jeunet,"     Audrey Tautou, Mathieu Kassovitz, Rufus, Lorella Cravotta"
tt1045658,Silver Linings Playbook,A,"Comedy, Drama, Romance            ","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",David O. Russell,"     Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver"
tt0317248,Cidade de Deus,A,"Crime, Drama            ","In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.","Fernando Meirelles, Kátia Lund","     Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele, Phellipe Haagensen"
tt1136608,District 9,A,"Action, Sci-Fi, Thriller            ",Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,Neill Blomkamp,"     Sharlto Copley, David James, Jason Cope, Vanessa Haywood"
tt0480249,I Am Legend,A,"Action, Drama, Horror            ","Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",Francis Lawrence,"     Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield"
tt0264464,Catch Me If You Can,A,"Biography, Crime, Drama            ","Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",Steven Spielberg,"     Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen"
tt1074638,Skyfall,UA,"Action, Adventure, Thriller            ","James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",Sam Mendes,"     Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench"
tt0383574,Pirates of the Caribbean: Dead Man's Chest,12+,"Action, Adventure, Fantasy            ","Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",Gore Verbinski,"     Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport"
tt1228705,Iron Man 2,UA,"Action, Sci-Fi            ","With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.",Jon Favreau,"     Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow, Don Cheadle"
tt0121766,Star Wars: Episode III - Revenge of the Sith,U,"Action, Adventure, Fantasy            ","Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy.",George Lucas,"     Hayden Christensen, Natalie Portman, Ewan McGregor, Samuel L. Jackson"
tt1270798,X: First Class,UA,"Action, Sci-Fi            ","In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",Matthew Vaughn,"     James McAvoy, Michael Fassbender, Jennifer Lawrence, Kevin Bacon"
